,demarcation.label,demarcation.code,amount_type.code,item.label,amount.sum
2013,Buffalo City,BUF,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Buffalo City,BUF,AUDA,Community Wealth,0
2013,Buffalo City,BUF,AUDA,Housing Development Fund,0
2013,Buffalo City,BUF,AUDA,Reserves,2415540000
2013,Buffalo City,BUF,AUDA,Accumulated Surplus/(Deficit),8393971000
2013,Buffalo City,BUF,AUDA,Minorities Interests,0
2013,Buffalo City,BUF,AUDA,Total Community Wealth / Equity,10809511000
2013,Buffalo City,BUF,AUDA,Non-Current Liabilities,0
2013,Buffalo City,BUF,AUDA,Borrowing,600830000
2013,Buffalo City,BUF,AUDA,Non-Current Provisions,377703000
2013,Buffalo City,BUF,AUDA,Total Non-Current Liabilities,978533000
2013,Buffalo City,BUF,AUDA,Current Liabilities,0
2013,Buffalo City,BUF,AUDA,Consumer Deposits,45519000
2013,Buffalo City,BUF,AUDA,Provisions,131340000
2013,Buffalo City,BUF,AUDA,Creditors,583163000
2013,Buffalo City,BUF,AUDA,Conditional Grants and Receipts,450148000
2013,Buffalo City,BUF,AUDA,Bank Overdraft,0
2013,Buffalo City,BUF,AUDA,Borrowing,51657000
2013,Buffalo City,BUF,AUDA,Total Current Liabilities,1261827000
2013,Buffalo City,BUF,AUDA,Total Net Assets and Liabilities,13049871000
2013,Buffalo City,BUF,AUDA,ASSETS,0
2013,Buffalo City,BUF,AUDA,Non-Current Assets,0
2013,Buffalo City,BUF,AUDA,Property Plant and Equipment,10108484000
2013,Buffalo City,BUF,AUDA,Non-Current Investments,892000
2013,Buffalo City,BUF,AUDA,Long-term Receivables,43000
2013,Buffalo City,BUF,AUDA,Investment Property,302981000
2013,Buffalo City,BUF,AUDA,Investment in Associate,5326000
2013,Buffalo City,BUF,AUDA,Agricultural,0
2013,Buffalo City,BUF,AUDA,Biological,0
2013,Buffalo City,BUF,AUDA,Intangible,3851000
2013,Buffalo City,BUF,AUDA,Other Non-Current Assets,61816000
2013,Buffalo City,BUF,AUDA,Total Non-Current Assets,10483393000
2013,Buffalo City,BUF,AUDA,Current Assets,0
2013,Buffalo City,BUF,AUDA,Call Investment Deposits,1698468000
2013,Buffalo City,BUF,AUDA,Inventory,59365000
2013,Buffalo City,BUF,AUDA,Consumer Debtors,596220000
2013,Buffalo City,BUF,AUDA,Other Debtors,67564000
2013,Buffalo City,BUF,AUDA,Current Portion Of Long-Term Receivables,14000
2013,Buffalo City,BUF,AUDA,Cash,144847000
2013,Buffalo City,BUF,AUDA,Total Current Assets,2566478000
2013,Buffalo City,BUF,AUDA,Total Assets,13049871000
2013,City of Cape Town,CPT,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,City of Cape Town,CPT,AUDA,Community Wealth,0
2013,City of Cape Town,CPT,AUDA,Housing Development Fund,504355558
2013,City of Cape Town,CPT,AUDA,Reserves,1793463348
2013,City of Cape Town,CPT,AUDA,Accumulated Surplus/(Deficit),20159377246
2013,City of Cape Town,CPT,AUDA,Minorities Interests,0
2013,City of Cape Town,CPT,AUDA,Total Community Wealth / Equity,22457196152
2013,City of Cape Town,CPT,AUDA,Non-Current Liabilities,0
2013,City of Cape Town,CPT,AUDA,Borrowing,6936236623
2013,City of Cape Town,CPT,AUDA,Non-Current Provisions,4552513170
2013,City of Cape Town,CPT,AUDA,Total Non-Current Liabilities,11488749793
2013,City of Cape Town,CPT,AUDA,Current Liabilities,0
2013,City of Cape Town,CPT,AUDA,Consumer Deposits,308217086
2013,City of Cape Town,CPT,AUDA,Provisions,1817234469
2013,City of Cape Town,CPT,AUDA,Creditors,4586522519
2013,City of Cape Town,CPT,AUDA,Conditional Grants and Receipts,858556385
2013,City of Cape Town,CPT,AUDA,Bank Overdraft,0
2013,City of Cape Town,CPT,AUDA,Borrowing,418165629
2013,City of Cape Town,CPT,AUDA,Total Current Liabilities,7988696088
2013,City of Cape Town,CPT,AUDA,Total Net Assets and Liabilities,41934642033
2013,City of Cape Town,CPT,AUDA,ASSETS,0
2013,City of Cape Town,CPT,AUDA,Non-Current Assets,0
2013,City of Cape Town,CPT,AUDA,Property Plant and Equipment,27800769149
2013,City of Cape Town,CPT,AUDA,Non-Current Investments,173425588
2013,City of Cape Town,CPT,AUDA,Long-term Receivables,101665295
2013,City of Cape Town,CPT,AUDA,Investment Property,191947633
2013,City of Cape Town,CPT,AUDA,Investment in Associate,0
2013,City of Cape Town,CPT,AUDA,Agricultural,0
2013,City of Cape Town,CPT,AUDA,Biological,0
2013,City of Cape Town,CPT,AUDA,Intangible,756608492
2013,City of Cape Town,CPT,AUDA,Other Non-Current Assets,9410587
2013,City of Cape Town,CPT,AUDA,Total Non-Current Assets,29033826744
2013,City of Cape Town,CPT,AUDA,Current Assets,0
2013,City of Cape Town,CPT,AUDA,Call Investment Deposits,7973561629
2013,City of Cape Town,CPT,AUDA,Inventory,256550058
2013,City of Cape Town,CPT,AUDA,Consumer Debtors,4172232565
2013,City of Cape Town,CPT,AUDA,Other Debtors,290496305
2013,City of Cape Town,CPT,AUDA,Current Portion Of Long-Term Receivables,20545732
2013,City of Cape Town,CPT,AUDA,Cash,187429000
2013,City of Cape Town,CPT,AUDA,Total Current Assets,12900815289
2013,City of Cape Town,CPT,AUDA,Total Assets,41934642033
2013,West Coast,DC1,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,West Coast,DC1,AUDA,Community Wealth,0
2013,West Coast,DC1,AUDA,Housing Development Fund,0
2013,West Coast,DC1,AUDA,Reserves,0
2013,West Coast,DC1,AUDA,Accumulated Surplus/(Deficit),311995964
2013,West Coast,DC1,AUDA,Minorities Interests,0
2013,West Coast,DC1,AUDA,Total Community Wealth / Equity,311995964
2013,West Coast,DC1,AUDA,Non-Current Liabilities,0
2013,West Coast,DC1,AUDA,Borrowing,100755766
2013,West Coast,DC1,AUDA,Non-Current Provisions,74656911
2013,West Coast,DC1,AUDA,Total Non-Current Liabilities,175412677
2013,West Coast,DC1,AUDA,Current Liabilities,0
2013,West Coast,DC1,AUDA,Consumer Deposits,0
2013,West Coast,DC1,AUDA,Provisions,5825508
2013,West Coast,DC1,AUDA,Creditors,23846995
2013,West Coast,DC1,AUDA,Conditional Grants and Receipts,1725270
2013,West Coast,DC1,AUDA,Bank Overdraft,0
2013,West Coast,DC1,AUDA,Borrowing,10915703
2013,West Coast,DC1,AUDA,Total Current Liabilities,42313476
2013,West Coast,DC1,AUDA,Total Net Assets and Liabilities,529722117
2013,West Coast,DC1,AUDA,ASSETS,0
2013,West Coast,DC1,AUDA,Non-Current Assets,0
2013,West Coast,DC1,AUDA,Property Plant and Equipment,346000325
2013,West Coast,DC1,AUDA,Non-Current Investments,0
2013,West Coast,DC1,AUDA,Long-term Receivables,0
2013,West Coast,DC1,AUDA,Investment Property,4811974
2013,West Coast,DC1,AUDA,Investment in Associate,0
2013,West Coast,DC1,AUDA,Agricultural,0
2013,West Coast,DC1,AUDA,Biological,0
2013,West Coast,DC1,AUDA,Intangible,320056
2013,West Coast,DC1,AUDA,Other Non-Current Assets,0
2013,West Coast,DC1,AUDA,Total Non-Current Assets,351132355
2013,West Coast,DC1,AUDA,Current Assets,0
2013,West Coast,DC1,AUDA,Call Investment Deposits,0
2013,West Coast,DC1,AUDA,Inventory,1672263
2013,West Coast,DC1,AUDA,Consumer Debtors,7688280
2013,West Coast,DC1,AUDA,Other Debtors,9992279
2013,West Coast,DC1,AUDA,Current Portion Of Long-Term Receivables,0
2013,West Coast,DC1,AUDA,Cash,159236940
2013,West Coast,DC1,AUDA,Total Current Assets,178589762
2013,West Coast,DC1,AUDA,Total Assets,529722117
2013,Cacadu,DC10,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Cacadu,DC10,AUDA,Community Wealth,0
2013,Cacadu,DC10,AUDA,Housing Development Fund,0
2013,Cacadu,DC10,AUDA,Reserves,75851313
2013,Cacadu,DC10,AUDA,Accumulated Surplus/(Deficit),172258093
2013,Cacadu,DC10,AUDA,Minorities Interests,0
2013,Cacadu,DC10,AUDA,Total Community Wealth / Equity,248109406
2013,Cacadu,DC10,AUDA,Non-Current Liabilities,0
2013,Cacadu,DC10,AUDA,Borrowing,0
2013,Cacadu,DC10,AUDA,Non-Current Provisions,60657250
2013,Cacadu,DC10,AUDA,Total Non-Current Liabilities,60657250
2013,Cacadu,DC10,AUDA,Current Liabilities,0
2013,Cacadu,DC10,AUDA,Consumer Deposits,0
2013,Cacadu,DC10,AUDA,Provisions,1066218
2013,Cacadu,DC10,AUDA,Creditors,28497012
2013,Cacadu,DC10,AUDA,Conditional Grants and Receipts,0
2013,Cacadu,DC10,AUDA,Bank Overdraft,0
2013,Cacadu,DC10,AUDA,Borrowing,3765127
2013,Cacadu,DC10,AUDA,Total Current Liabilities,33328357
2013,Cacadu,DC10,AUDA,Total Net Assets and Liabilities,342095013
2013,Cacadu,DC10,AUDA,ASSETS,0
2013,Cacadu,DC10,AUDA,Non-Current Assets,0
2013,Cacadu,DC10,AUDA,Property Plant and Equipment,27762349
2013,Cacadu,DC10,AUDA,Non-Current Investments,0
2013,Cacadu,DC10,AUDA,Long-term Receivables,22930
2013,Cacadu,DC10,AUDA,Investment Property,23807501
2013,Cacadu,DC10,AUDA,Investment in Associate,0
2013,Cacadu,DC10,AUDA,Agricultural,0
2013,Cacadu,DC10,AUDA,Biological,0
2013,Cacadu,DC10,AUDA,Intangible,86885
2013,Cacadu,DC10,AUDA,Other Non-Current Assets,33357500
2013,Cacadu,DC10,AUDA,Total Non-Current Assets,85037165
2013,Cacadu,DC10,AUDA,Current Assets,0
2013,Cacadu,DC10,AUDA,Call Investment Deposits,253822819
2013,Cacadu,DC10,AUDA,Inventory,0
2013,Cacadu,DC10,AUDA,Consumer Debtors,1062302
2013,Cacadu,DC10,AUDA,Other Debtors,2172727
2013,Cacadu,DC10,AUDA,Current Portion Of Long-Term Receivables,0
2013,Cacadu,DC10,AUDA,Cash,0
2013,Cacadu,DC10,AUDA,Total Current Assets,257057848
2013,Cacadu,DC10,AUDA,Total Assets,342095013
2013,Amathole,DC12,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Amathole,DC12,AUDA,Community Wealth,0
2013,Amathole,DC12,AUDA,Housing Development Fund,0
2013,Amathole,DC12,AUDA,Reserves,30146046
2013,Amathole,DC12,AUDA,Accumulated Surplus/(Deficit),3689605023
2013,Amathole,DC12,AUDA,Minorities Interests,0
2013,Amathole,DC12,AUDA,Total Community Wealth / Equity,3719751069
2013,Amathole,DC12,AUDA,Non-Current Liabilities,0
2013,Amathole,DC12,AUDA,Borrowing,223126
2013,Amathole,DC12,AUDA,Non-Current Provisions,151497883
2013,Amathole,DC12,AUDA,Total Non-Current Liabilities,151721009
2013,Amathole,DC12,AUDA,Current Liabilities,0
2013,Amathole,DC12,AUDA,Consumer Deposits,1943654
2013,Amathole,DC12,AUDA,Provisions,3315641
2013,Amathole,DC12,AUDA,Creditors,151524634
2013,Amathole,DC12,AUDA,Conditional Grants and Receipts,88503680
2013,Amathole,DC12,AUDA,Bank Overdraft,0
2013,Amathole,DC12,AUDA,Borrowing,383237
2013,Amathole,DC12,AUDA,Total Current Liabilities,245670846
2013,Amathole,DC12,AUDA,Total Net Assets and Liabilities,4117142924
2013,Amathole,DC12,AUDA,ASSETS,0
2013,Amathole,DC12,AUDA,Non-Current Assets,0
2013,Amathole,DC12,AUDA,Property Plant and Equipment,3248720154
2013,Amathole,DC12,AUDA,Non-Current Investments,1000
2013,Amathole,DC12,AUDA,Long-term Receivables,999585
2013,Amathole,DC12,AUDA,Investment Property,80519511
2013,Amathole,DC12,AUDA,Investment in Associate,0
2013,Amathole,DC12,AUDA,Agricultural,0
2013,Amathole,DC12,AUDA,Biological,0
2013,Amathole,DC12,AUDA,Intangible,402
2013,Amathole,DC12,AUDA,Other Non-Current Assets,0
2013,Amathole,DC12,AUDA,Total Non-Current Assets,3330240652
2013,Amathole,DC12,AUDA,Current Assets,0
2013,Amathole,DC12,AUDA,Call Investment Deposits,472085202
2013,Amathole,DC12,AUDA,Inventory,3982429
2013,Amathole,DC12,AUDA,Consumer Debtors,67157014
2013,Amathole,DC12,AUDA,Other Debtors,52605651
2013,Amathole,DC12,AUDA,Current Portion Of Long-Term Receivables,8522
2013,Amathole,DC12,AUDA,Cash,191063454
2013,Amathole,DC12,AUDA,Total Current Assets,786902272
2013,Amathole,DC12,AUDA,Total Assets,4117142924
2013,Chris Hani,DC13,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Chris Hani,DC13,AUDA,Community Wealth,0
2013,Chris Hani,DC13,AUDA,Housing Development Fund,0
2013,Chris Hani,DC13,AUDA,Reserves,0
2013,Chris Hani,DC13,AUDA,Accumulated Surplus/(Deficit),3147820261
2013,Chris Hani,DC13,AUDA,Minorities Interests,0
2013,Chris Hani,DC13,AUDA,Total Community Wealth / Equity,3147820261
2013,Chris Hani,DC13,AUDA,Non-Current Liabilities,0
2013,Chris Hani,DC13,AUDA,Borrowing,0
2013,Chris Hani,DC13,AUDA,Non-Current Provisions,34386598
2013,Chris Hani,DC13,AUDA,Total Non-Current Liabilities,34386598
2013,Chris Hani,DC13,AUDA,Current Liabilities,0
2013,Chris Hani,DC13,AUDA,Consumer Deposits,0
2013,Chris Hani,DC13,AUDA,Provisions,1075000
2013,Chris Hani,DC13,AUDA,Creditors,256043561
2013,Chris Hani,DC13,AUDA,Conditional Grants and Receipts,0
2013,Chris Hani,DC13,AUDA,Bank Overdraft,0
2013,Chris Hani,DC13,AUDA,Borrowing,46614
2013,Chris Hani,DC13,AUDA,Total Current Liabilities,257165175
2013,Chris Hani,DC13,AUDA,Total Net Assets and Liabilities,3439372034
2013,Chris Hani,DC13,AUDA,ASSETS,0
2013,Chris Hani,DC13,AUDA,Non-Current Assets,0
2013,Chris Hani,DC13,AUDA,Property Plant and Equipment,2860007127
2013,Chris Hani,DC13,AUDA,Non-Current Investments,0
2013,Chris Hani,DC13,AUDA,Long-term Receivables,0
2013,Chris Hani,DC13,AUDA,Investment Property,0
2013,Chris Hani,DC13,AUDA,Investment in Associate,1152784
2013,Chris Hani,DC13,AUDA,Agricultural,0
2013,Chris Hani,DC13,AUDA,Biological,0
2013,Chris Hani,DC13,AUDA,Intangible,177009
2013,Chris Hani,DC13,AUDA,Other Non-Current Assets,0
2013,Chris Hani,DC13,AUDA,Total Non-Current Assets,2861336920
2013,Chris Hani,DC13,AUDA,Current Assets,0
2013,Chris Hani,DC13,AUDA,Call Investment Deposits,116732579
2013,Chris Hani,DC13,AUDA,Inventory,873228
2013,Chris Hani,DC13,AUDA,Consumer Debtors,192686074
2013,Chris Hani,DC13,AUDA,Other Debtors,76094940
2013,Chris Hani,DC13,AUDA,Current Portion Of Long-Term Receivables,0
2013,Chris Hani,DC13,AUDA,Cash,191648293
2013,Chris Hani,DC13,AUDA,Total Current Assets,578035114
2013,Chris Hani,DC13,AUDA,Total Assets,3439372034
2013,Joe Gqabi,DC14,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Joe Gqabi,DC14,AUDA,Community Wealth,0
2013,Joe Gqabi,DC14,AUDA,Housing Development Fund,0
2013,Joe Gqabi,DC14,AUDA,Reserves,0
2013,Joe Gqabi,DC14,AUDA,Accumulated Surplus/(Deficit),1218811290
2013,Joe Gqabi,DC14,AUDA,Minorities Interests,0
2013,Joe Gqabi,DC14,AUDA,Total Community Wealth / Equity,1218811290
2013,Joe Gqabi,DC14,AUDA,Non-Current Liabilities,0
2013,Joe Gqabi,DC14,AUDA,Borrowing,6098601
2013,Joe Gqabi,DC14,AUDA,Non-Current Provisions,26411241
2013,Joe Gqabi,DC14,AUDA,Total Non-Current Liabilities,32509842
2013,Joe Gqabi,DC14,AUDA,Current Liabilities,0
2013,Joe Gqabi,DC14,AUDA,Consumer Deposits,0
2013,Joe Gqabi,DC14,AUDA,Provisions,14994207
2013,Joe Gqabi,DC14,AUDA,Creditors,60050205
2013,Joe Gqabi,DC14,AUDA,Conditional Grants and Receipts,0
2013,Joe Gqabi,DC14,AUDA,Bank Overdraft,0
2013,Joe Gqabi,DC14,AUDA,Borrowing,571141
2013,Joe Gqabi,DC14,AUDA,Total Current Liabilities,75615553
2013,Joe Gqabi,DC14,AUDA,Total Net Assets and Liabilities,1326936685
2013,Joe Gqabi,DC14,AUDA,ASSETS,0
2013,Joe Gqabi,DC14,AUDA,Non-Current Assets,0
2013,Joe Gqabi,DC14,AUDA,Property Plant and Equipment,1224298078
2013,Joe Gqabi,DC14,AUDA,Non-Current Investments,3096905
2013,Joe Gqabi,DC14,AUDA,Long-term Receivables,0
2013,Joe Gqabi,DC14,AUDA,Investment Property,2666452
2013,Joe Gqabi,DC14,AUDA,Investment in Associate,0
2013,Joe Gqabi,DC14,AUDA,Agricultural,0
2013,Joe Gqabi,DC14,AUDA,Biological,0
2013,Joe Gqabi,DC14,AUDA,Intangible,2777293
2013,Joe Gqabi,DC14,AUDA,Other Non-Current Assets,0
2013,Joe Gqabi,DC14,AUDA,Total Non-Current Assets,1232838728
2013,Joe Gqabi,DC14,AUDA,Current Assets,0
2013,Joe Gqabi,DC14,AUDA,Call Investment Deposits,13408475
2013,Joe Gqabi,DC14,AUDA,Inventory,1706530
2013,Joe Gqabi,DC14,AUDA,Consumer Debtors,12255069
2013,Joe Gqabi,DC14,AUDA,Other Debtors,7743729
2013,Joe Gqabi,DC14,AUDA,Current Portion Of Long-Term Receivables,48546752
2013,Joe Gqabi,DC14,AUDA,Cash,10437401
2013,Joe Gqabi,DC14,AUDA,Total Current Assets,94097956
2013,Joe Gqabi,DC14,AUDA,Total Assets,1326936684
2013,O.R.Tambo,DC15,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,O.R.Tambo,DC15,AUDA,Community Wealth,0
2013,O.R.Tambo,DC15,AUDA,Housing Development Fund,0
2013,O.R.Tambo,DC15,AUDA,Reserves,0
2013,O.R.Tambo,DC15,AUDA,Accumulated Surplus/(Deficit),2424397981
2013,O.R.Tambo,DC15,AUDA,Minorities Interests,0
2013,O.R.Tambo,DC15,AUDA,Total Community Wealth / Equity,2424397981
2013,O.R.Tambo,DC15,AUDA,Non-Current Liabilities,0
2013,O.R.Tambo,DC15,AUDA,Borrowing,677428
2013,O.R.Tambo,DC15,AUDA,Non-Current Provisions,0
2013,O.R.Tambo,DC15,AUDA,Total Non-Current Liabilities,677428
2013,O.R.Tambo,DC15,AUDA,Current Liabilities,0
2013,O.R.Tambo,DC15,AUDA,Consumer Deposits,1478287
2013,O.R.Tambo,DC15,AUDA,Provisions,31619309
2013,O.R.Tambo,DC15,AUDA,Creditors,213565753
2013,O.R.Tambo,DC15,AUDA,Conditional Grants and Receipts,205567203
2013,O.R.Tambo,DC15,AUDA,Bank Overdraft,0
2013,O.R.Tambo,DC15,AUDA,Borrowing,913834
2013,O.R.Tambo,DC15,AUDA,Total Current Liabilities,453144386
2013,O.R.Tambo,DC15,AUDA,Total Net Assets and Liabilities,2878219795
2013,O.R.Tambo,DC15,AUDA,ASSETS,0
2013,O.R.Tambo,DC15,AUDA,Non-Current Assets,0
2013,O.R.Tambo,DC15,AUDA,Property Plant and Equipment,2354657577
2013,O.R.Tambo,DC15,AUDA,Non-Current Investments,0
2013,O.R.Tambo,DC15,AUDA,Long-term Receivables,0
2013,O.R.Tambo,DC15,AUDA,Investment Property,2200000
2013,O.R.Tambo,DC15,AUDA,Investment in Associate,0
2013,O.R.Tambo,DC15,AUDA,Agricultural,0
2013,O.R.Tambo,DC15,AUDA,Biological,11837485
2013,O.R.Tambo,DC15,AUDA,Intangible,320351
2013,O.R.Tambo,DC15,AUDA,Other Non-Current Assets,0
2013,O.R.Tambo,DC15,AUDA,Total Non-Current Assets,2369015413
2013,O.R.Tambo,DC15,AUDA,Current Assets,0
2013,O.R.Tambo,DC15,AUDA,Call Investment Deposits,214910850
2013,O.R.Tambo,DC15,AUDA,Inventory,19704689
2013,O.R.Tambo,DC15,AUDA,Consumer Debtors,44980800
2013,O.R.Tambo,DC15,AUDA,Other Debtors,216949604
2013,O.R.Tambo,DC15,AUDA,Current Portion Of Long-Term Receivables,0
2013,O.R.Tambo,DC15,AUDA,Cash,12658439
2013,O.R.Tambo,DC15,AUDA,Total Current Assets,509204382
2013,O.R.Tambo,DC15,AUDA,Total Assets,2878219795
2013,Xhariep,DC16,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Xhariep,DC16,AUDA,Community Wealth,0
2013,Xhariep,DC16,AUDA,Housing Development Fund,0
2013,Xhariep,DC16,AUDA,Reserves,0
2013,Xhariep,DC16,AUDA,Accumulated Surplus/(Deficit),16235973
2013,Xhariep,DC16,AUDA,Minorities Interests,0
2013,Xhariep,DC16,AUDA,Total Community Wealth / Equity,16235973
2013,Xhariep,DC16,AUDA,Non-Current Liabilities,0
2013,Xhariep,DC16,AUDA,Borrowing,0
2013,Xhariep,DC16,AUDA,Non-Current Provisions,879000
2013,Xhariep,DC16,AUDA,Total Non-Current Liabilities,879000
2013,Xhariep,DC16,AUDA,Current Liabilities,0
2013,Xhariep,DC16,AUDA,Consumer Deposits,0
2013,Xhariep,DC16,AUDA,Provisions,0
2013,Xhariep,DC16,AUDA,Creditors,7303639
2013,Xhariep,DC16,AUDA,Conditional Grants and Receipts,0
2013,Xhariep,DC16,AUDA,Bank Overdraft,0
2013,Xhariep,DC16,AUDA,Borrowing,0
2013,Xhariep,DC16,AUDA,Total Current Liabilities,7303639
2013,Xhariep,DC16,AUDA,Total Net Assets and Liabilities,24418612
2013,Xhariep,DC16,AUDA,ASSETS,0
2013,Xhariep,DC16,AUDA,Non-Current Assets,0
2013,Xhariep,DC16,AUDA,Property Plant and Equipment,20082803
2013,Xhariep,DC16,AUDA,Non-Current Investments,0
2013,Xhariep,DC16,AUDA,Long-term Receivables,806729
2013,Xhariep,DC16,AUDA,Investment Property,0
2013,Xhariep,DC16,AUDA,Investment in Associate,0
2013,Xhariep,DC16,AUDA,Agricultural,0
2013,Xhariep,DC16,AUDA,Biological,0
2013,Xhariep,DC16,AUDA,Intangible,739015
2013,Xhariep,DC16,AUDA,Other Non-Current Assets,0
2013,Xhariep,DC16,AUDA,Total Non-Current Assets,21628547
2013,Xhariep,DC16,AUDA,Current Assets,0
2013,Xhariep,DC16,AUDA,Call Investment Deposits,0
2013,Xhariep,DC16,AUDA,Inventory,123671
2013,Xhariep,DC16,AUDA,Consumer Debtors,847326
2013,Xhariep,DC16,AUDA,Other Debtors,0
2013,Xhariep,DC16,AUDA,Current Portion Of Long-Term Receivables,0
2013,Xhariep,DC16,AUDA,Cash,1819068
2013,Xhariep,DC16,AUDA,Total Current Assets,2790065
2013,Xhariep,DC16,AUDA,Total Assets,24418612
2013,Lejweleputswa,DC18,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Lejweleputswa,DC18,AUDA,Community Wealth,0
2013,Lejweleputswa,DC18,AUDA,Housing Development Fund,0
2013,Lejweleputswa,DC18,AUDA,Reserves,0
2013,Lejweleputswa,DC18,AUDA,Accumulated Surplus/(Deficit),87569048
2013,Lejweleputswa,DC18,AUDA,Minorities Interests,0
2013,Lejweleputswa,DC18,AUDA,Total Community Wealth / Equity,87569048
2013,Lejweleputswa,DC18,AUDA,Non-Current Liabilities,0
2013,Lejweleputswa,DC18,AUDA,Borrowing,14960102
2013,Lejweleputswa,DC18,AUDA,Non-Current Provisions,5584584
2013,Lejweleputswa,DC18,AUDA,Total Non-Current Liabilities,20544686
2013,Lejweleputswa,DC18,AUDA,Current Liabilities,0
2013,Lejweleputswa,DC18,AUDA,Consumer Deposits,0
2013,Lejweleputswa,DC18,AUDA,Provisions,0
2013,Lejweleputswa,DC18,AUDA,Creditors,8683278
2013,Lejweleputswa,DC18,AUDA,Conditional Grants and Receipts,0
2013,Lejweleputswa,DC18,AUDA,Bank Overdraft,0
2013,Lejweleputswa,DC18,AUDA,Borrowing,1585085
2013,Lejweleputswa,DC18,AUDA,Total Current Liabilities,10268363
2013,Lejweleputswa,DC18,AUDA,Total Net Assets and Liabilities,118382097
2013,Lejweleputswa,DC18,AUDA,ASSETS,0
2013,Lejweleputswa,DC18,AUDA,Non-Current Assets,0
2013,Lejweleputswa,DC18,AUDA,Property Plant and Equipment,73722566
2013,Lejweleputswa,DC18,AUDA,Non-Current Investments,0
2013,Lejweleputswa,DC18,AUDA,Long-term Receivables,0
2013,Lejweleputswa,DC18,AUDA,Investment Property,0
2013,Lejweleputswa,DC18,AUDA,Investment in Associate,0
2013,Lejweleputswa,DC18,AUDA,Agricultural,0
2013,Lejweleputswa,DC18,AUDA,Biological,0
2013,Lejweleputswa,DC18,AUDA,Intangible,3120148
2013,Lejweleputswa,DC18,AUDA,Other Non-Current Assets,0
2013,Lejweleputswa,DC18,AUDA,Total Non-Current Assets,76842714
2013,Lejweleputswa,DC18,AUDA,Current Assets,0
2013,Lejweleputswa,DC18,AUDA,Call Investment Deposits,25000000
2013,Lejweleputswa,DC18,AUDA,Inventory,0
2013,Lejweleputswa,DC18,AUDA,Consumer Debtors,1552456
2013,Lejweleputswa,DC18,AUDA,Other Debtors,5000
2013,Lejweleputswa,DC18,AUDA,Current Portion Of Long-Term Receivables,0
2013,Lejweleputswa,DC18,AUDA,Cash,14981927
2013,Lejweleputswa,DC18,AUDA,Total Current Assets,41539383
2013,Lejweleputswa,DC18,AUDA,Total Assets,118382097
2013,Thabo Mofutsanyane,DC19,AUDA,COMMUNITY WEALTH / EQUITY,0
2013,Thabo Mofutsanyane,DC19,AUDA,Community Wealth,0
2013,Thabo Mofutsanyane,DC19,AUDA,Housing Development Fund,0
2013,Thabo Mofutsanyane,DC19,AUDA,Reserves,0
2013,Thabo Mofutsanyane,DC19,AUDA,Accumulated Surplus/(Deficit),16902721
2013,Thabo Mofutsanyane,DC19,AUDA,Minorities Interests,0
2013,Thabo Mofutsanyane,DC19,AUDA,Total Community Wealth / Equity,16902721
2013,Thabo Mofutsanyane,DC19,AUDA,Non-Current Liabilities,0
2013,Thabo Mofutsanyane,DC19,AUDA,Borrowing,0
2013,Thabo Mofutsanyane,DC19,AUDA,Non-Current Provisions,1942000
2013,Thabo Mofutsanyane,DC19,AUDA,Total Non-Current Liabilities,1942000
2013,Thabo Mofutsanyane,DC19,AUDA,Current Liabilities,0
2013,Thabo Mofutsanyane,DC19,AUDA,Consumer Deposits,0
2013,Thabo Mofutsanyane,DC19,AUDA,Provisions,0
2013,Thabo Mofutsanyane,DC19,AUDA,Creditors,25309749
2013,Thabo Mofutsanyane,DC19,AUDA,Conditional Grants and Receipts,2901068
2013,Thabo Mofutsanyane,DC19,AUDA,Bank Overdraft,0
2013,Thabo Mofutsanyane,DC19,AUDA,Borrowing,193405
2013,Thabo Mofutsanyane,DC19,AUDA,Total Current Liabilities,28404222
2013,Thabo Mofutsanyane,DC19,AUDA,Total Net Assets and Liabilities,47248943
2013,Thabo Mofutsanyane,DC19,AUDA,ASSETS,0
2013,Thabo Mofutsanyane,DC19,AUDA,Non-Current Assets,0
2013,Thabo Mofutsanyane,DC19,AUDA,Property Plant and Equipment,1473141
2013,Thabo Mofutsanyane,DC19,AUDA,Non-Current Investments,0
2013,Thabo Mofutsanyane,DC19,AUDA,Long-term Receivables,0
2013,Thabo Mofutsanyane,DC19,AUDA,Investment Property,0
2013,Thabo Mofutsanyane,DC19,AUDA,Investment in Associate,0
2013,Thabo Mofutsanyane,DC19,AUDA,Agricultural,0
2013,Thabo Mofutsanyane,DC19,AUDA,Biological,0
2013,Thabo Mofutsanyane,DC19,AUDA,Intangible,492517
2013,Thabo Mofutsanyane,DC19,AUDA,Other Non-Current Assets,0
2013,Thabo Mofutsanyane,DC19,AUDA,Total Non-Current Assets,1965658
2013,Thabo Mofutsanyane,DC19,AUDA,Current Assets,0
